"","gfs_full","gfs_reduced"
"GC00001861",10,5
"GC00001852",10,5
"GC00001854",10,5
"GC00001855",10,5
"GC00000002_18_p1",10,6
"GC00000002_16",10,4
"GC00000038_6",10,5
"GC00001840",10,5
"GC00001881",9,3
"GC00001880",9,3
"GC00001886",9,3
"GC00001885",9,3
"GC00000015_3",9,3
"GC00001796_r1_r1_1",9,6
"GC00000026_5",9,3
"GC00000028_3",9,3
"GC00000028_5",9,3
"GC00001825_2",9,3
"GC00001639_2",9,3
"GC00001639_1",9,3
"GC00000290_1",9,7
"GC00001889",9,4
"GC00001888",9,4
"GC00001883",9,3
"GC00001882",9,3
"GC00001887",9,4
"GC00001884",9,3
"GC00000292_1",9,4
"GC00000001_13",9,3
"GC00000866_2",9,3
"GC00001859_2",9,4
"GC00000079_8",9,4
"GC00000005_7",9,3
"GC00000271_5",9,4
"GC00000271_4",9,4
"GC00001783_2",9,4
"GC00001876",9,3
"GC00001877",9,3
"GC00001874",9,3
"GC00001875",9,3
"GC00001873",9,3
"GC00001878",9,3
"GC00001879",9,3
"GC00001900",9,3
"GC00001901",9,3
"GC00001906",9,3
"GC00001904",9,3
"GC00001905",9,3
"GC00001788_3",9,4
"GC00000284_2",9,3
"GC00000286_3",9,4
"GC00001860_2",9,4
"GC00000086_3_p1",9,4
"GC00000291_1",9,3
"GC00000293_2",9,3
"GC00001893",9,4
"GC00001810_4",9,4
"GC00001858_2",9,4
"GC00001741_r1_1_p2",9,3
"GC00000001_48",9,3
"GC00000308_1",9,3
"GC00000001_51",9,3
"GC00001800_2",9,3
"GC00001894",9,4
"GC00001896",9,3
"GC00001897",9,3
"GC00001890",9,4
"GC00001891",9,4
"GC00001898",9,3
"GC00001899",9,3
"GC00001857_2",9,4
"GC00001869",9,4
"GC00001843",9,6
"GC00001762_4",8,1
"GC00000148_3",8,2
"GC00001871_2",8,3
"GC00001902_2",8,2
"GC00001305_3",8,3
"GC00001798_2",8,2
"GC00000085_12",8,2
"GC00001908",8,4
"GC00000005_6",8,4
"GC00001892_2",8,3
"GC00000085_4",8,2
"GC00000036_3_p2_p2_p1",8,2
"GC00001907",8,2
"GC00001870_2",8,3
"GC00001919",8,2
"GC00001918",8,3
"GC00001911",8,2
"GC00001910",8,4
"GC00001913",8,2
"GC00001912",8,2
"GC00001915",8,3
"GC00001920",8,2
"GC00001921",8,3
"GC00001914",8,2
"GC00001917",8,3
"GC00001916",8,3
"GC00001903_2",8,2
"GC00001741_r1_1_p1",8,2
"GC00000004_17",8,2
"GC00000004_3",8,2
"GC00000001_8",8,2
"GC00000027_2",8,3
"GC00001801_3",8,3
"GC00000020_1",8,3
"GC00001807",8,3
"GC00000297_1",7,3
"GC00000295_1",7,2
"GC00000001_34",7,3
"GC00000294_1",7,6
"GC00001798_1",7,6
"GC00000300_1",7,3
"GC00000271_7",7,3
"GC00000271_6",7,3
"GC00001783_1",7,3
"GC00001872_3",7,2
"GC00001824_2",7,3
"GC00001928",7,3
"GC00001929",7,3
"GC00001924",7,3
"GC00001925",7,3
"GC00001926",7,3
"GC00001927",7,3
"GC00001922",7,3
"GC00001923",7,3
"GC00000298_1",7,6
"GC00000296_1",7,3
"GC00000086_2",7,3
"GC00001933",7,6
"GC00001932",7,6
"GC00001931",7,6
"GC00001936",7,6
"GC00001942",7,2
"GC00001909",7,3
"GC00001837_3",6,2
"GC00001971",6,2
"GC00001970",6,2
"GC00000011_2",6,1
"GC00000320_p1",6,5
"GC00000026_4",6,5
"GC00001826_1",6,2
"GC00001826_2",6,4
"GC00000866_3",6,5
"GC00001850_2",6,2
"GC00000301_1",6,2
"GC00001305_1",6,5
"GC00000302_1",6,5
"GC00001934_2",6,2
"GC00001788_1",6,4
"GC00001944_2",6,2
"GC00001856_r1_1",6,2
"GC00001847_2",6,4
"GC00001851_2",6,2
"GC00001946",6,2
"GC00001945",6,2
"GC00001948",6,5
"GC00001949",6,2
"GC00001849_2",6,2
"GC00000001_47",6,5
"GC00001848_2",6,2
"GC00000002_14",6,5
"GC00000036_3_p1_p1",6,3
"GC00001955",6,5
"GC00001954",6,2
"GC00001957",6,5
"GC00001956",6,5
"GC00001951",6,2
"GC00001950",6,2
"GC00001953",6,2
"GC00001952",6,2
"GC00001958",6,4
"GC00000001_50",6,5
"GC00001800_1",6,5
"GC00001968",6,2
"GC00001969",6,2
"GC00001965",6,5
"GC00001966",6,5
"GC00000027_1",6,5
"GC00001808_4",6,4
"GC00001895_2",6,4
"GC00001940",6,4
"GC00001941",6,4
"GC00001839_2",5,4
"GC00001979",5,1
"GC00001978",5,1
"GC00001977",5,4
"GC00001976",5,4
"GC00001975",5,4
"GC00001974",5,4
"GC00001973",5,4
"GC00001972",5,4
"GC00001841_1",5,1
"GC00001982",5,1
"GC00001980",5,1
"GC00001981",5,1
"GC00001988",5,2
"GC00001989",5,4
"GC00001991",5,4
"GC00001993",5,1
"GC00001995",5,1
"GC00001997",5,3
"GC00001996",5,3
"GC00001999",5,1
"GC00001963_2",5,3
"GC00001962_2",5,3
"GC00000005_5",5,4
"GC00000307_1",5,4
"GC00000306_1",5,1
"GC00001796_r1_1",5,1
"GC00001964_2",5,3
"GC00001930_3",5,1
"GC00001938_2",5,4
"GC00001935_3",5,1
"GC00000004_10",5,4
"GC00000281_1",5,4
"GC00002002",5,1
"GC00002003",5,1
"GC00002000",5,1
"GC00002001",5,1
"GC00001824_1",5,4
"GC00001864_2",5,1
"GC00001990",5,3
"GC00001987",5,4
"GC00000303_1",5,1
"GC00000004_9",5,4
"GC00000304_1",5,4
"GC00001960",5,3
"GC00001837_2",4,3
"GC00001762_3",4,3
"GC00001386_2",4,3
"GC00000085_11",4,3
"GC00001850_1",4,3
"GC00001385_1",4,3
"GC00001305_2",4,3
"GC00001967_2",4,3
"GC00000085_6",4,3
"GC00000085_7",4,3
"GC00000085_3",4,3
"GC00000085_1",4,3
"GC00001849_1",4,3
"GC00000084_2",4,3
"GC00000084_1",4,3
"GC00000016_1",4,1
"GC00000016_7",4,3
"GC00002008",4,3
"GC00002009",4,3
"GC00002006",4,3
"GC00002007",4,3
"GC00002004",4,3
"GC00002005",4,3
"GC00001856_1",4,3
"GC00002019",4,3
"GC00002018",4,2
"GC00002010",4,1
"GC00002015",4,3
"GC00002014",4,2
"GC00002028",4,3
"GC00002029",4,3
"GC00002024",4,3
"GC00002025",4,3
"GC00002026",4,3
"GC00002027",4,3
"GC00002020",4,3
"GC00002021",4,3
"GC00002022",4,3
"GC00002023",4,3
"GC00001992_2",4,2
"GC00001851_1",4,3
"GC00002033",4,3
"GC00002032",4,3
"GC00002031",4,3
"GC00002030",4,3
"GC00002037",4,3
"GC00002036",4,3
"GC00002035",4,3
"GC00002034",4,3
"GC00002039",4,3
"GC00002038",4,3
"GC00001848_1",4,3
"GC00000001_6",4,3
"GC00002040",4,1
"GC00002016",4,3
"GC00001847_1",4,3
"GC00001841_3",4,3
"GC00001998",4,3
"GC00001939_r1_1",4,3
"GC00002055",3,2
"GC00002054",3,2
"GC00002057",3,1
"GC00002056",3,2
"GC00002051",3,2
"GC00002050",3,2
"GC00002053",3,2
"GC00002052",3,1
"GC00002059",3,1
"GC00001947_2",3,3
"GC00001986_2",3,2
"GC00001762_2",3,3
"GC00001793_3",3,2
"GC00002069",3,2
"GC00002060",3,1
"GC00002061",3,1
"GC00002062",3,1
"GC00002065",3,2
"GC00002067",3,2
"GC00001784_1",3,0
"GC00002079",3,2
"GC00002078",3,2
"GC00002077",3,2
"GC00002076",3,2
"GC00002075",3,2
"GC00002074",3,2
"GC00002073",3,2
"GC00002072",3,2
"GC00002071",3,2
"GC00002070",3,2
"GC00001825_1",3,2
"GC00000148_r1_1",3,2
"GC00002012_2",3,3
"GC00002080",3,2
"GC00002081",3,0
"GC00001985_3",3,2
"GC00000037_2",3,3
"GC00000313_1",3,2
"GC00000866_1",3,0
"GC00001947_1",3,2
"GC00001839_r1_2",3,3
"GC00001386_1",3,0
"GC00000309_1",3,2
"GC00001961_3",3,2
"GC00001809_1",3,1
"GC00000004_13",3,2
"GC00001801_1",3,0
"GC00000148_10",3,0
"GC00000088_2",3,2
"GC00000336_3",3,3
"GC00000336_2",3,2
"GC00000085_5",3,2
"GC00000284_1",3,3
"GC00000284_3",3,2
"GC00000964_1",3,0
"GC00000964_2",3,3
"GC00000148_6",3,2
"GC00000287_1",3,1
"GC00002017_2",3,2
"GC00000312_1",3,0
"GC00000035_1",3,0
"GC00001808_2",3,3
"GC00000039_2",3,2
"GC00000310_1",3,2
"GC00001994_3",3,2
"GC00000009_3",3,2
"GC00000009_1",3,0
"GC00002047",3,3
"GC00002045",3,2
"GC00002042",3,2
"GC00002041",3,3
"GC00002049",3,2
"GC00000040_3",3,3
"GC00001801_2",3,2
"GC00001846",3,3
"GC00001762_1",2,0
"GC00000338_1",2,0
"GC00000521_1",2,2
"GC00001939_1",2,1
"GC00001841_2",2,1
"GC00002086",2,1
"GC00000002_21",2,0
"GC00001871_1",2,1
"GC00000079_10",2,2
"GC00002082",2,2
"GC00002083",2,2
"GC00001983_2",2,1
"GC00002087",2,1
"GC00002084",2,2
"GC00002088",2,1
"GC00002089",2,1
"GC00000085_10",2,1
"GC00002063_r1_1",2,1
"GC00001983_3",2,1
"GC00002085",2,1
"GC00002091",2,1
"GC00002090",2,1
"GC00002093",2,1
"GC00002092",2,1
"GC00002095",2,1
"GC00002094",2,1
"GC00002097",2,1
"GC00002096",2,1
"GC00001839_r1_1",2,1
"GC00001959_4",2,2
"GC00000005_4",2,2
"GC00002068_2",2,1
"GC00002138",2,1
"GC00002139",2,1
"GC00002132",2,1
"GC00002133",2,1
"GC00002130",2,1
"GC00002131",2,1
"GC00002136",2,1
"GC00002137",2,1
"GC00002134",2,1
"GC00002135",2,1
"GC00000007_1",2,1
"GC00002064_2",2,1
"GC00001961_2",2,1
"GC00001967_1",2,1
"GC00000004_15",2,2
"GC00002129",2,1
"GC00002128",2,1
"GC00002125",2,2
"GC00002124",2,1
"GC00002127",2,2
"GC00002126",2,1
"GC00000010_5",2,2
"GC00002114",2,1
"GC00002116",2,1
"GC00002112",2,1
"GC00002113",2,1
"GC00000016_4",2,2
"GC00000318_p1",2,1
"GC00001938_1",2,1
"GC00001937_6",2,1
"GC00000336_1",2,2
"GC00001872_2",2,1
"GC00001870_1",2,2
"GC00002103",2,2
"GC00002102",2,2
"GC00002101",2,2
"GC00002100",2,2
"GC00002107",2,2
"GC00002106",2,2
"GC00002105",2,2
"GC00002104",2,2
"GC00002109",2,2
"GC00002108",2,2
"GC00002046_2",2,2
"GC00002048_2",2,1
"GC00001943_3",2,1
"GC00001943_4",2,1
"GC00002011_2",2,2
"GC00002011_1",2,2
"GC00001986_1",2,1
"GC00000148_2",2,2
"GC00000148_8",2,2
"GC00002165",2,1
"GC00002164",2,1
"GC00002167",2,0
"GC00002166",2,2
"GC00002161",2,1
"GC00002160",2,1
"GC00002163",2,2
"GC00002162",2,1
"GC00002169",2,0
"GC00002168",2,0
"GC00002058_2",2,1
"GC00000293_1",2,0
"GC00000311_1",2,2
"GC00000317_1",2,2
"GC00000036_2",2,2
"GC00001808_3",2,2
"GC00002158",2,1
"GC00002159",2,1
"GC00000316_1",2,2
"GC00002066_2",2,1
"GC00001895_1",2,2
"GC00001810_2",2,2
"GC00001864_r1_r1_2",2,1
"GC00000341_3",2,1
"GC00000341_4",2,2
"GC00002148",2,2
"GC00002147",2,2
"GC00002146",2,2
"GC00002145",2,2
"GC00002144",2,2
"GC00002143",2,2
"GC00002142",2,2
"GC00002141",2,1
"GC00002140",2,1
"GC00000089_2",2,2
"GC00000004_4",2,0
"GC00000002_4",2,0
"GC00000002_7",2,0
"GC00000002_6",2,0
"GC00000001_4",2,2
"GC00001943_2",2,1
"GC00002013_3",2,2
"GC00001837_1",1,1
"GC00001839_1",1,1
"GC00000286_2",1,1
"GC00001793_2",1,1
"GC00001937_1",1,1
"GC00002280",1,1
"GC00002281",1,1
"GC00002282",1,1
"GC00002283",1,1
"GC00002284",1,1
"GC00002285",1,1
"GC00002286",1,1
"GC00002287",1,1
"GC00002288",1,1
"GC00002289",1,1
"GC00000011_8",1,1
"GC00000011_1",1,1
"GC00000011_5",1,1
"GC00000011_4",1,1
"GC00002194",1,1
"GC00002195",1,1
"GC00002196",1,1
"GC00002197",1,1
"GC00002190",1,1
"GC00002191",1,1
"GC00002192",1,1
"GC00002193",1,1
"GC00002198",1,1
"GC00002199",1,1
"GC00002268",1,1
"GC00002269",1,1
"GC00002262",1,1
"GC00002263",1,1
"GC00002260",1,1
"GC00002261",1,1
"GC00002266",1,1
"GC00002267",1,1
"GC00002264",1,1
"GC00002265",1,1
"GC00001934_1",1,0
"GC00000148_5",1,1
"GC00001784_3",1,1
"GC00000330_1",1,1
"GC00002123_1",1,0
"GC00002123_2",1,1
"GC00002121_2",1,0
"GC00002121_1",1,1
"GC00000028_1",1,1
"GC00002297",1,1
"GC00002296",1,1
"GC00002295",1,1
"GC00002294",1,1
"GC00002293",1,1
"GC00002292",1,1
"GC00002291",1,1
"GC00002290",1,1
"GC00002299",1,1
"GC00002298",1,1
"GC00002189",1,1
"GC00002188",1,1
"GC00002183",1,1
"GC00002182",1,1
"GC00002181",1,1
"GC00002187",1,1
"GC00002186",1,1
"GC00002185",1,1
"GC00002184",1,1
"GC00002279",1,1
"GC00002278",1,1
"GC00002271",1,1
"GC00002270",1,1
"GC00002273",1,1
"GC00002272",1,1
"GC00002275",1,1
"GC00002274",1,1
"GC00002277",1,1
"GC00002276",1,1
"GC00001864_r1_1",1,1
"GC00000098_1",1,0
"GC00002151_2",1,0
"GC00002151_1",1,1
"GC00000299_1",1,0
"GC00002157_2",1,1
"GC00002098_2",1,1
"GC00002098_1",1,1
"GC00000091_1",1,0
"GC00002012_1",1,1
"GC00001983_1",1,1
"GC00002248",1,1
"GC00002249",1,1
"GC00002244",1,1
"GC00002245",1,1
"GC00002246",1,1
"GC00002247",1,1
"GC00002240",1,1
"GC00002241",1,1
"GC00002242",1,1
"GC00002243",1,1
"GC00000037_1",1,1
"GC00002111_2",1,1
"GC00002111_1",1,1
"GC00000038_2",1,1
"GC00000038_3",1,0
"GC00000038_1",1,0
"GC00000038_8",1,0
"GC00002150_1",1,1
"GC00002117_1",1,1
"GC00002117_2",1,0
"GC00002156_1",1,1
"GC00002156_2",1,1
"GC00002115_2",1,0
"GC00002115_1",1,1
"GC00001959_3",1,1
"GC00002118_2",1,0
"GC00002118_1",1,1
"GC00002152_1",1,1
"GC00002152_2",1,1
"GC00001742_1",1,1
"GC00002253",1,1
"GC00002252",1,1
"GC00002251",1,1
"GC00002250",1,1
"GC00002257",1,1
"GC00002256",1,1
"GC00002255",1,1
"GC00002254",1,1
"GC00002259",1,1
"GC00002258",1,1
"GC00001985_2",1,1
"GC00000520_1",1,1
"GC00000079_3",1,1
"GC00000079_2",1,1
"GC00000079_1",1,0
"GC00000079_7",1,1
"GC00000079_6",1,0
"GC00000079_5",1,1
"GC00000043_1",1,1
"GC00000043_3",1,1
"GC00001872_1",1,1
"GC00001838_1",1,1
"GC00001959_2",1,1
"GC00001959_1",1,1
"GC00001959_5",1,0
"GC00002408",1,1
"GC00002409",1,1
"GC00002406",1,1
"GC00002407",1,1
"GC00002404",1,1
"GC00002405",1,1
"GC00002402",1,1
"GC00002403",1,1
"GC00002400",1,1
"GC00002401",1,1
"GC00002154_2",1,1
"GC00002312",1,1
"GC00002313",1,1
"GC00002310",1,1
"GC00002311",1,1
"GC00002316",1,1
"GC00002317",1,1
"GC00002314",1,1
"GC00002315",1,1
"GC00002318",1,1
"GC00002319",1,1
"GC00000005_2",1,0
"GC00000005_1",1,0
"GC00002226",1,1
"GC00002227",1,1
"GC00002224",1,1
"GC00002225",1,1
"GC00002222",1,1
"GC00002223",1,1
"GC00002220",1,1
"GC00002221",1,1
"GC00002228",1,1
"GC00002229",1,1
"GC00002063_1",1,1
"GC00002068_1",1,1
"GC00000007_2",1,1
"GC00000007_3",1,0
"GC00002064_1",1,1
"GC00000008_1",1,1
"GC00001892_1",1,1
"GC00001961_1",1,0
"GC00000016_10",1,1
"GC00001793_1",1,1
"GC00000041_1",1,0
"GC00002149_1",1,1
"GC00002149_2",1,1
"GC00002120_2",1,1
"GC00001963_1",1,1
"GC00002120_1",1,0
"GC00000342_1",1,0
"GC00002415",1,0
"GC00002414",1,0
"GC00002416",1,0
"GC00002411",1,0
"GC00002410",1,1
"GC00002413",1,0
"GC00002412",1,0
"GC00000004_11",1,0
"GC00002301",1,1
"GC00002300",1,1
"GC00002303",1,1
"GC00002302",1,1
"GC00002305",1,1
"GC00002304",1,1
"GC00002307",1,1
"GC00002306",1,1
"GC00002309",1,1
"GC00002308",1,1
"GC00000004_16",1,1
"GC00000004_14",1,1
"GC00000085_2",1,1
"GC00000085_8",1,1
"GC00000085_9",1,1
"GC00002235",1,1
"GC00002234",1,1
"GC00002237",1,1
"GC00002236",1,1
"GC00002231",1,1
"GC00002230",1,1
"GC00002233",1,1
"GC00002232",1,1
"GC00002239",1,1
"GC00002238",1,1
"GC00001964_1",1,1
"GC00000087_2",1,0
"GC00002334",1,1
"GC00002335",1,1
"GC00002336",1,1
"GC00002337",1,1
"GC00002330",1,1
"GC00002331",1,1
"GC00002332",1,1
"GC00002333",1,1
"GC00002338",1,1
"GC00002339",1,1
"GC00002208",1,1
"GC00002200",1,1
"GC00002201",1,1
"GC00002202",1,1
"GC00002203",1,1
"GC00002205",1,1
"GC00002206",1,1
"GC00002207",1,1
"GC00000271_1",1,0
"GC00000271_3",1,0
"GC00000271_2",1,1
"GC00000319_2",1,0
"GC00000319_1",1,1
"GC00000311_2",1,1
"GC00000016_9",1,1
"GC00000016_6",1,1
"GC00001930_1",1,1
"GC00001930_2",1,1
"GC00000299_2",1,1
"GC00000332_1",1,1
"GC00001937_3",1,0
"GC00001937_2",1,1
"GC00001937_5",1,1
"GC00001937_4",1,1
"GC00000334_1",1,1
"GC00001935_1",1,1
"GC00001935_2",1,1
"GC00002329",1,1
"GC00002328",1,1
"GC00002323",1,1
"GC00002322",1,1
"GC00002321",1,1
"GC00002320",1,1
"GC00002327",1,1
"GC00002326",1,1
"GC00002325",1,1
"GC00002324",1,1
"GC00002122_1",1,1
"GC00002122_2",1,0
"GC00002219",1,1
"GC00002218",1,1
"GC00002217",1,1
"GC00002216",1,1
"GC00002215",1,0
"GC00002214",1,0
"GC00002213",1,0
"GC00002212",1,1
"GC00002211",1,1
"GC00002210",1,1
"GC00001834_1",1,1
"GC00001788_2",1,1
"GC00000286_1",1,1
"GC00000283_2",1,1
"GC00002046_1",1,1
"GC00000323_1",1,0
"GC00002043_2",1,1
"GC00002043_3",1,0
"GC00002043_1",1,1
"GC00002358",1,0
"GC00002359",1,0
"GC00002356",1,0
"GC00002357",1,0
"GC00002354",1,0
"GC00002355",1,0
"GC00002352",1,0
"GC00002353",1,0
"GC00002350",1,0
"GC00000321_1",1,1
"GC00000022_3",1,1
"GC00001944_1",1,0
"GC00002176",1,1
"GC00002177",1,1
"GC00002174",1,1
"GC00002175",1,1
"GC00002172",1,1
"GC00002173",1,1
"GC00002170",1,1
"GC00002171",1,1
"GC00002178",1,1
"GC00002179",1,1
"GC00000322_1",1,0
"GC00000322_2",1,1
"GC00001943_1",1,1
"GC00000090_1",1,1
"GC00000090_2",1,1
"GC00000092_2",1,0
"GC00000324_1",1,1
"GC00001984_5",1,0
"GC00001984_4",1,1
"GC00001984_1",1,1
"GC00001984_3",1,1
"GC00001984_2",1,1
"GC00000148_1",1,1
"GC00001860_1",1,1
"GC00002349",1,0
"GC00002348",1,0
"GC00002345",1,0
"GC00002347",1,0
"GC00002346",1,0
"GC00002341",1,1
"GC00002340",1,1
"GC00002343",1,0
"GC00002342",1,1
"GC00002157_1",1,1
"GC00001864_1",1,1
"GC00002017_1",1,1
"GC00001808_1",1,0
"GC00002119_2",1,0
"GC00002119_1",1,1
"GC00000321_2",1,0
"GC00002153_1",1,1
"GC00002153_2",1,1
"GC00001902_1",1,1
"GC00002154_1",1,1
"GC00000148_7",1,1
"GC00000329_1",1,1
"GC00000148_4",1,1
"GC00002058_1",1,1
"GC00002099_2",1,1
"GC00002099_1",1,1
"GC00002048_1",1,1
"GC00000315_2",1,1
"GC00000315_1",1,1
"GC00002351",1,0
"GC00000035_3",1,0
"GC00002370",1,1
"GC00002371",1,1
"GC00002372",1,1
"GC00002373",1,1
"GC00002374",1,1
"GC00002375",1,1
"GC00002376",1,1
"GC00002377",1,1
"GC00002378",1,1
"GC00002379",1,1
"GC00000035_4",1,0
"GC00000036_1",1,0
"GC00000039_1",1,0
"GC00002398",1,1
"GC00002399",1,1
"GC00002392",1,1
"GC00002393",1,1
"GC00002390",1,1
"GC00002391",1,1
"GC00002396",1,1
"GC00002397",1,1
"GC00002394",1,1
"GC00002395",1,1
"GC00002344",1,0
"GC00001992_1",1,1
"GC00002066_1",1,1
"GC00001994_2",1,1
"GC00001994_1",1,0
"GC00001903_1",1,1
"GC00001741_1",1,1
"GC00001857_1",1,1
"GC00001810_3",1,1
"GC00001810_1",1,0
"GC00002367",1,1
"GC00002366",1,0
"GC00002365",1,0
"GC00002364",1,0
"GC00002363",1,0
"GC00002362",1,0
"GC00002361",1,0
"GC00002360",1,0
"GC00002369",1,1
"GC00002368",1,1
"GC00001858_1",1,1
"GC00002044_1",1,1
"GC00001864_r1_r1_1",1,1
"GC00000341_1",1,1
"GC00000341_2",1,0
"GC00000341_5",1,1
"GC00000341_6",1,1
"GC00000343_1",1,1
"GC00002389",1,1
"GC00002388",1,1
"GC00002381",1,1
"GC00002380",1,1
"GC00002383",1,1
"GC00002382",1,1
"GC00002385",1,1
"GC00002384",1,1
"GC00002387",1,1
"GC00002386",1,1
"GC00002180",1,1
"GC00000002_15",1,0
"GC00000002_11",1,1
"GC00000004_2",1,1
"GC00000002_5",1,0
"GC00000002_1",1,0
"GC00000002_3",1,0
"GC00000002_2",1,0
"GC00000340_1",1,0
"GC00001985_1",1,0
"GC00000087_1",1,0
"GC00000009_2",1,0
"GC00000339_1",1,1
"GC00000001_3",1,1
"GC00000001_1",1,0
"GC00000042_1",1,1
"GC00000284_4",1,1
"GC00001859_1",1,1
"GC00001962_1",1,1
"GC00001796_1",1,1
"GC00002150_2",1,1
"GC00002209",1,1
"GC00000326_1",1,1
"GC00000082_1",1,1
"GC00000331_1",1,1
"GC00000082_2",1,0
"GC00000333_1",1,1
"GC00002204",1,1
"GC00000325_1",1,0
"GC00000337_1",1,1
"GC00002013_1",1,1
"GC00002013_2",1,0
"GC00002110",1,1
"GC00002044_2",1,1
"GC00002155",1,1
