"","gfs_full","gfs_reduced"
"GC00001616",18,13
"GC00001617",18,13
"GC00001614",18,13
"GC00001615",18,13
"GC00001612",18,13
"GC00001613",18,13
"GC00001610",18,13
"GC00001611",18,13
"GC00000421_2",18,13
"GC00000187_1",18,13
"GC00000187_3",18,13
"GC00000187_2",18,13
"GC00000504_3",18,13
"GC00000135_4",18,13
"GC00000135_5",18,13
"GC00000385_1",18,13
"GC00000345_1",18,13
"GC00000345_2",18,13
"GC00000703",18,13
"GC00000702",18,13
"GC00000701",18,13
"GC00000700",18,13
"GC00000707",18,13
"GC00000706",18,13
"GC00000705",18,13
"GC00000704",18,13
"GC00000709",18,13
"GC00000708",18,13
"GC00000382_2",18,13
"GC00000382_1",18,13
"GC00000226_4",18,13
"GC00000226_2",18,13
"GC00000471_2",18,13
"GC00001425",18,13
"GC00001424",18,13
"GC00001427",18,13
"GC00001426",18,13
"GC00001421",18,13
"GC00001420",18,13
"GC00001423",18,13
"GC00001422",18,13
"GC00000146_1",18,13
"GC00001429",18,13
"GC00001428",18,13
"GC00000260_3",18,13
"GC00000260_2",18,13
"GC00000303_2",18,13
"GC00000303_1",18,13
"GC00000268_2",18,13
"GC00000268_1",18,13
"GC00001139",18,13
"GC00001138",18,13
"GC00001133",18,13
"GC00001132",18,13
"GC00001137",18,13
"GC00001136",18,13
"GC00001135",18,13
"GC00001134",18,13
"GC00000049_6",18,13
"GC00000049_4",18,13
"GC00000049_5",18,13
"GC00000049_2",18,13
"GC00000049_3",18,13
"GC00000049_1",18,13
"GC00000007_23",18,13
"GC00000007_20",18,13
"GC00000002_16",18,13
"GC00000073_3",18,13
"GC00000229_4",18,13
"GC00000229_5",18,13
"GC00000002_19",18,13
"GC00000004_13",18,13
"GC00000004_18",18,13
"GC00000008_22",18,13
"GC00000008_21",18,13
"GC00000400_2",18,13
"GC00000089_3",18,13
"GC00000089_4",18,13
"GC00000308_1",18,13
"GC00000308_2",18,13
"GC00000128_5",18,13
"GC00000128_2",18,13
"GC00000128_3",18,13
"GC00000603_2",18,13
"GC00000048_7",18,13
"GC00000048_6",18,13
"GC00000048_5",18,13
"GC00000048_4",18,13
"GC00000048_3",18,13
"GC00000048_2",18,13
"GC00000001_57",18,13
"GC00000001_50",18,13
"GC00000001_51",18,13
"GC00000001_52",18,13
"GC00000040_5",18,13
"GC00000040_2",18,13
"GC00000040_8",18,13
"GC00000572_2",18,13
"GC00001630",18,13
"GC00001631",18,13
"GC00001632",18,13
"GC00001633",18,13
"GC00001634",18,13
"GC00001635",18,13
"GC00001636",18,13
"GC00001637",18,13
"GC00001638",18,13
"GC00001639",18,13
"GC00000169_1",18,13
"GC00000169_3",18,13
"GC00000169_2",18,13
"GC00000166_1",18,13
"GC00000121_7",18,13
"GC00001098",18,13
"GC00001099",18,13
"GC00001094",18,13
"GC00001095",18,13
"GC00001096",18,13
"GC00001097",18,13
"GC00001090",18,13
"GC00001091",18,13
"GC00001092",18,13
"GC00001093",18,13
"GC00000575_2",18,13
"GC00000941",18,13
"GC00000940",18,13
"GC00000943",18,13
"GC00000942",18,13
"GC00000945",18,13
"GC00000944",18,13
"GC00000947",18,13
"GC00000946",18,13
"GC00000949",18,13
"GC00000948",18,13
"GC00001894",18,13
"GC00001895",18,13
"GC00001896",18,13
"GC00001897",18,13
"GC00001890",18,13
"GC00001891",18,13
"GC00001892",18,13
"GC00001893",18,13
"GC00001898",18,13
"GC00001899",18,13
"GC00000374_2",18,13
"GC_un001_18",18,13
"GC_un001_10",18,13
"GC00001290",18,13
"GC00000082_1",18,13
"GC00000082_2",18,13
"GC00001112",18,13
"GC00000441_4",18,13
"GC00000765",18,13
"GC00000764",18,13
"GC00000767",18,13
"GC00000766",18,13
"GC00000761",18,13
"GC00000760",18,13
"GC00000763",18,13
"GC00000335_1",18,13
"GC00000335_2",18,13
"GC00000769",18,13
"GC00000768",18,13
"GC00000141_4",18,13
"GC00000154_1",18,13
"GC00000406_2",18,13
"GC00001106",18,13
"GC00001107",18,13
"GC00000983",18,13
"GC00001456",18,13
"GC00000448_2",18,13
"GC00001109",18,13
"GC00000099_3",18,13
"GC00000988",18,13
"GC00001453",18,13
"GC00000409_2",18,13
"GC00000851",18,13
"GC00000235_1",18,13
"GC00001159",18,13
"GC00001158",18,13
"GC00001409",18,13
"GC00001408",18,13
"GC00001407",18,13
"GC00001406",18,13
"GC00001405",18,13
"GC00001404",18,13
"GC00001403",18,13
"GC00001150",18,13
"GC00001401",18,13
"GC00001400",18,13
"GC00000002_33",18,13
"GC00000002_32",18,13
"GC00000002_31",18,13
"GC00000002_35",18,13
"GC00000002_34",18,13
"GC00000002_39",18,13
"GC00000002_38",18,13
"GC00000013_7",18,13
"GC00000013_6",18,13
"GC00000013_4",18,13
"GC00000013_3",18,13
"GC00000013_2",18,13
"GC00000013_1",18,13
"GC00000613_2",18,13
"GC00000052_4",18,13
"GC00000248_3",18,13
"GC00000248_2",18,13
"GC00000119_4",18,13
"GC00000119_2",18,13
"GC00000247_5",18,13
"GC00000001_38",18,13
"GC00000200_1",18,13
"GC00000200_3",18,13
"GC00000001_32",18,13
"GC00000001_33",18,13
"GC00000001_30",18,13
"GC00000001_31",18,13
"GC00000001_34",18,13
"GC00000369_2",18,13
"GC00000369_1",18,13
"GC00000110_5",18,13
"GC00000110_1",18,13
"GC00000110_2",18,13
"GC00000053_r1_1_p1",18,13
"GC00000561_2",18,13
"GC00000483_2",18,13
"GC00000362_1",18,13
"GC00000362_2",18,13
"GC00000969",18,13
"GC00000968",18,13
"GC00000963",18,13
"GC00000962",18,13
"GC00000961",18,13
"GC00000960",18,13
"GC00000967",18,13
"GC00000966",18,13
"GC00000965",18,13
"GC00000964",18,13
"GC00001218",18,13
"GC00001219",18,13
"GC00001212",18,13
"GC00001213",18,13
"GC00001210",18,13
"GC00001211",18,13
"GC00001216",18,13
"GC00001217",18,13
"GC00001214",18,13
"GC00001215",18,13
"GC00000321_2",18,13
"GC00000321_1",18,13
"GC00000026_9",18,13
"GC00000026_3",18,13
"GC00000026_2",18,13
"GC00000026_1",18,13
"GC00000026_6",18,13
"GC00000026_4",18,13
"GC00000749",18,13
"GC00000748",18,13
"GC00000747",18,13
"GC00000746",18,13
"GC00000745",18,13
"GC00000744",18,13
"GC00000743",18,13
"GC00000742",18,13
"GC00000741",18,13
"GC00000740",18,13
"GC00000414_3",18,13
"GC00000287_2",18,13
"GC00001177",18,13
"GC00001176",18,13
"GC00001175",18,13
"GC00001174",18,13
"GC00001173",18,13
"GC00001172",18,13
"GC00001171",18,13
"GC00001170",18,13
"GC00001179",18,13
"GC00001178",18,13
"GC00000297_1",18,13
"GC00000297_2",18,13
"GC00000098_1",18,13
"GC00000098_2",18,13
"GC00000098_4",18,13
"GC00000004_52",18,13
"GC00000004_50",18,13
"GC00000290_2",18,13
"GC00000290_1",18,13
"GC00000492_2",18,13
"GC00000257_1",18,13
"GC00000257_3",18,13
"GC00000091_2",18,13
"GC00000001_11",18,13
"GC00000001_12",18,13
"GC00000106_3",18,13
"GC00000106_4",18,13
"GC00000001_16",18,13
"GC00000001_18",18,13
"GC00000019_10",18,13
"GC00000037_1",18,13
"GC00000390_2",18,13
"GC00000390_1",18,13
"GC00000350_2",18,13
"GC00000350_1",18,13
"GC00000558_3",18,13
"GC00000038_6",18,13
"GC00000038_5",18,13
"GC00000196_3",18,13
"GC00000196_1",18,13
"GC00000905",18,13
"GC00000358_2",18,13
"GC00000358_1",18,13
"GC00000906",18,13
"GC00000901",18,13
"GC00000900",18,13
"GC00000903",18,13
"GC00000902",18,13
"GC00001238",18,13
"GC00001239",18,13
"GC00001234",18,13
"GC00001235",18,13
"GC00001236",18,13
"GC00001237",18,13
"GC00001230",18,13
"GC00001231",18,13
"GC00001232",18,13
"GC00001233",18,13
"GC00000425_2",18,13
"GC00000319_2",18,13
"GC00000319_1",18,13
"GC00001978",18,13
"GC00001036",18,13
"GC00001789",18,13
"GC00001784",18,13
"GC00000047_5",18,13
"GC00001038",18,13
"GC00001781",18,13
"GC00000043_12",18,13
"GC00000043_10",18,13
"GC00000219_3",18,13
"GC00000464_2",18,13
"GC00000435_2",18,13
"GC00000925",18,13
"GC00000922",18,13
"GC00000138_4",18,13
"GC00000138_2",18,13
"GC00000138_1",18,13
"GC00000019_11_p1",18,13
"GC00000019_11_p2",18,13
"GC00000130_5",18,13
"GC00000130_2",18,13
"GC00000015_5",18,13
"GC00000001_103",18,13
"GC00000619_2",18,13
"GC00000073_4",18,13
"GC00000633_2",18,13
"GC00000346_2",18,13
"GC00000296_1",18,13
"GC00000267_3",18,13
"GC00000011_11",18,13
"GC00000011_17",18,13
"GC00000011_18",18,13
"GC00000037_10",18,13
"GC00000037_13",18,13
"GC00000007_8",18,13
"GC00000007_1",18,13
"GC00000007_7",18,13
"GC00000305_1",18,13
"GC00000305_2",18,13
"GC00001032",18,13
"GC00001033",18,13
"GC00001030",18,13
"GC00001031",18,13
"GC00001788",18,13
"GC00001037",18,13
"GC00001034",18,13
"GC00001035",18,13
"GC00001785",18,13
"GC00001039",18,13
"GC00001780",18,13
"GC00001782",18,13
"GC00001783",18,13
"GC00000927",18,13
"GC00000926",18,13
"GC00000924",18,13
"GC00000921",18,13
"GC00000920",18,13
"GC00000929",18,13
"GC00000928",18,13
"GC00001256",18,13
"GC00001254",18,13
"GC00001255",18,13
"GC00001252",18,13
"GC00001253",18,13
"GC00001250",18,13
"GC00001251",18,13
"GC00001258",18,13
"GC00001259",18,13
"GC00000383_2",18,13
"GC00000383_1",18,13
"GC00000439_2",18,13
"GC00000782",18,13
"GC00000342_2",18,13
"GC00000781",18,13
"GC00000342_1",18,13
"GC00000789",18,13
"GC00000788",18,13
"GC00000221_3",18,13
"GC00000783",18,13
"GC00000472_2",18,13
"GC00000780",18,13
"GC00000787",18,13
"GC00000786",18,13
"GC00000785",18,13
"GC00000784",18,13
"GC00000163_1",18,13
"GC00000432_2",18,13
"GC00001110",18,13
"GC00000280_1",18,13
"GC00001113",18,13
"GC00001440",18,13
"GC00001115",18,13
"GC00001114",18,13
"GC00001444",18,13
"GC00000081_2",18,13
"GC00000081_3",18,13
"GC00000081_5",18,13
"GC00000300_1",18,13
"GC00000300_2",18,13
"GC00000069_5_p2",18,13
"GC00000069_5_p1",18,13
"GC00000088_8",18,13
"GC00000122_2",18,13
"GC00000122_4",18,13
"GC00000012_15",18,13
"GC00000129_1",18,13
"GC00000129_2",18,13
"GC00000035_7_p1",18,13
"GC00000277_4",18,13
"GC00000070_4_p2",18,13
"GC00000070_4_p1",18,13
"GC00000014_5",18,13
"GC00000014_6",18,13
"GC00000014_7",18,13
"GC00000014_2",18,13
"GC00000014_3",18,13
"GC00000014_8",18,13
"GC00000014_9",18,13
"GC00000373_2",18,13
"GC00000373_1",18,13
"GC00001014",18,13
"GC00001015",18,13
"GC00001016",18,13
"GC00001017",18,13
"GC00001010",18,13
"GC00001011",18,13
"GC00001012",18,13
"GC00001013",18,13
"GC00001018",18,13
"GC00001019",18,13
"GC00001843",18,13
"GC00000057_7",18,13
"GC00000057_5",18,13
"GC00000334_1",18,13
"GC00000334_2",18,13
"GC00000153_4",18,13
"GC00000153_2",18,13
"GC00001278",18,13
"GC00001279",18,13
"GC00001270",18,13
"GC00000440_2",18,13
"GC00001272",18,13
"GC00001273",18,13
"GC00001274",18,13
"GC00001275",18,13
"GC00001276",18,13
"GC00001277",18,13
"GC00000408_2",18,13
"GC00001908",18,13
"GC00001902",18,13
"GC00001903",18,13
"GC00001900",18,13
"GC00001901",18,13
"GC00001906",18,13
"GC00001907",18,13
"GC00001904",18,13
"GC00001905",18,13
"GC00000163_3",18,13
"GC00000163_2",18,13
"GC00000208_1",18,13
"GC00000208_3",18,13
"GC00000286_2",18,13
"GC00000286_1",18,13
"GC00001487",18,13
"GC00001486",18,13
"GC00001485",18,13
"GC00001484",18,13
"GC00001483",18,13
"GC00001482",18,13
"GC00001481",18,13
"GC00001480",18,13
"GC00001489",18,13
"GC00001488",18,13
"GC00000614_2",18,13
"GC00000021_7",18,13
"GC00000246_2",18,13
"GC00000246_4",18,13
"GC00000329_2",18,13
"GC00000329_1",18,13
"GC00000594_2",18,13
"GC00000207_3",18,13
"GC00000207_1",18,13
"GC00000066_4",18,13
"GC00000066_3",18,13
"GC00000066_2",18,13
"GC00000066_1",18,13
"GC00000322_1",18,13
"GC00000322_2",18,13
"GC00000363_1",18,13
"GC00000363_2",18,13
"GC00000355_1",18,13
"GC00000092_2",18,13
"GC00000103_4",18,13
"GC00000103_1",18,13
"GC00000103_3",18,13
"GC00000103_2",18,13
"GC00001078",18,13
"GC00001079",18,13
"GC00001076",18,13
"GC00001077",18,13
"GC00001074",18,13
"GC00001075",18,13
"GC00001072",18,13
"GC00001073",18,13
"GC00001070",18,13
"GC00001071",18,13
"GC00001792",18,13
"GC00001791",18,13
"GC00001022",18,13
"GC00001797",18,13
"GC00001796",18,13
"GC00001795",18,13
"GC00001292",18,13
"GC00001291",18,13
"GC00001297",18,13
"GC00001294",18,13
"GC00001298",18,13
"GC00001299",18,13
"GC00000397_1",18,13
"GC00000397_2",18,13
"GC00000512_p2",18,13
"GC00001928",18,13
"GC00001929",18,13
"GC00001924",18,13
"GC00001925",18,13
"GC00001926",18,13
"GC00001927",18,13
"GC00001920",18,13
"GC00001921",18,13
"GC00001922",18,13
"GC00001923",18,13
"GC00000412_2",18,13
"GC00000191_1",18,13
"GC00000191_2",18,13
"GC00000191_3",18,13
"GC00000467_2",18,13
"GC00000312_1",18,13
"GC00000298_2",18,13
"GC00000298_1",18,13
"GC00000099_1",18,13
"GC00000099_2",18,13
"GC00000099_4",18,13
"GC00000291_2",18,13
"GC00000291_1",18,13
"GC00000493_3",18,13
"GC00000250_3",18,13
"GC00000250_1",18,13
"GC00000311_2",18,13
"GC00000003_18",18,13
"GC00000311_1",18,13
"GC00000003_15",18,13
"GC00000217_3",18,13
"GC00000217_4",18,13
"GC00000030_3",18,13
"GC00000005_10",18,13
"GC00000070_2",18,13
"GC00000070_3",18,13
"GC00000070_1",18,13
"GC00000353_1",18,13
"GC00000353_2",18,13
"GC00000310_2",18,13
"GC00000310_1",18,13
"GC00000424_2",18,13
"GC00000318_2",18,13
"GC00000318_1",18,13
"GC00000173_1",18,13
"GC00000173_2",18,13
"GC00000173_3",18,13
"GC00001050",18,13
"GC00001051",18,13
"GC00001720",18,13
"GC00001721",18,13
"GC00001726",18,13
"GC00001727",18,13
"GC00001724",18,13
"GC00001725",18,13
"GC00001058",18,13
"GC00001059",18,13
"GC00001728",18,13
"GC00001729",18,13
"GC00000893",18,13
"GC00000892",18,13
"GC00000891",18,13
"GC00000890",18,13
"GC00000897",18,13
"GC00000896",18,13
"GC00000387_1",18,13
"GC00000894",18,13
"GC00000899",18,13
"GC00000898",18,13
"GC00000185_1",18,13
"GC00001125",18,13
"GC00001432",18,13
"GC00001946",18,13
"GC00001947",18,13
"GC00001944",18,13
"GC00001945",18,13
"GC00001942",18,13
"GC00001943",18,13
"GC00001940",18,13
"GC00001941",18,13
"GC00001431",18,13
"GC00001948",18,13
"GC00001949",18,13
"GC00000347_2",18,13
"GC00000347_1",18,13
"GC00000224_1",18,13
"GC00000544_2",18,13
"GC00000638_2",18,13
"GC00000145_3",18,13
"GC00000145_2",18,13
"GC00000188_2",18,13
"GC00000188_3",18,13
"GC00001559",18,13
"GC00001558",18,13
"GC00001551",18,13
"GC00001550",18,13
"GC00001553",18,13
"GC00001552",18,13
"GC00001555",18,13
"GC00001554",18,13
"GC00001557",18,13
"GC00001556",18,13
"GC00000180_1",18,13
"GC00000039_5_p2_p1",18,13
"GC00000266_3",18,13
"GC00000266_2",18,13
"GC00000003_35",18,13
"GC00000003_37",18,13
"GC00000003_30",18,13
"GC00000003_31",18,13
"GC00000003_32",18,13
"GC00000003_33",18,13
"GC00000003_38",18,13
"GC00000178_3",18,13
"GC00000006_8",18,13
"GC00000009_2",18,13
"GC00000009_1",18,13
"GC00000009_6",18,13
"GC00000009_7",18,13
"GC00000046_4",18,13
"GC00000339_2",18,13
"GC00000046_3",18,13
"GC00000046_2",18,13
"GC00000001_1",18,13
"GC00000278_1",18,13
"GC00000278_2",18,13
"GC00000160_1",18,13
"GC00000160_2",18,13
"GC00000160_3",18,13
"GC00000270_1",18,13
"GC00000270_2",18,13
"GC00000433_2",18,13
"GC00001704",18,13
"GC00001705",18,13
"GC00001706",18,13
"GC00001707",18,13
"GC00001700",18,13
"GC00001701",18,13
"GC00001702",18,13
"GC00001703",18,13
"GC00001708",18,13
"GC00001709",18,13
"GC00000006_18",18,13
"GC00000006_11",18,13
"GC00000006_14",18,13
"GC00000006_17",18,13
"GC00000123_2",18,13
"GC00000123_1",18,13
"GC00000385_2",18,13
"GC00000376_2",18,13
"GC00000376_1",18,13
"GC00001968",18,13
"GC00001969",18,13
"GC00001961",18,13
"GC00001962",18,13
"GC00001963",18,13
"GC00001964",18,13
"GC00001965",18,13
"GC00001966",18,13
"GC00001967",18,13
"GC00000535_6",18,13
"GC00000337_2",18,13
"GC00000337_1",18,13
"GC00000236_4",18,13
"GC00000236_5",18,13
"GC00000447_2",18,13
"GC00001511",18,13
"GC00001512",18,13
"GC00001399",18,13
"GC00001398",18,13
"GC00001397",18,13
"GC00001396",18,13
"GC00001395",18,13
"GC00001394",18,13
"GC00001393",18,13
"GC00001392",18,13
"GC00001391",18,13
"GC00001390",18,13
"GC00000237_4",18,13
"GC00001573",18,13
"GC00001572",18,13
"GC00001571",18,13
"GC00001570",18,13
"GC00001577",18,13
"GC00001576",18,13
"GC00001575",18,13
"GC00001574",18,13
"GC00001579",18,13
"GC00001578",18,13
"GC00000525_2",18,13
"GC00001199",18,13
"GC00000015_6",18,13
"GC00000001_105",18,13
"GC00000289_1",18,13
"GC00000289_2",18,13
"GC00000241_2",18,13
"GC00000054_1",18,13
"GC00000054_2",18,13
"GC00000054_4",18,13
"GC00000280_2",18,13
"GC00000202_3",18,13
"GC00000202_1",18,13
"GC00000053_r1_1_p2_p2_p2",18,13
"GC00000112_2",18,13
"GC00000112_1",18,13
"GC00000507_3",18,13
"GC00001751",18,13
"GC00000258_1",18,13
"GC00000563_2",18,13
"GC00001768",18,13
"GC00001769",18,13
"GC00001766",18,13
"GC00001767",18,13
"GC00001764",18,13
"GC00001765",18,13
"GC00001762",18,13
"GC00001763",18,13
"GC00001760",18,13
"GC00001761",18,13
"GC00000360_2",18,13
"GC00000360_1",18,13
"GC00000021_9",18,13
"GC00000021_2",18,13
"GC00000021_4",18,13
"GC00000021_5",18,13
"GC00000021_6",18,13
"GC00001188",18,13
"GC00001189",18,13
"GC00001182",18,13
"GC00001183",18,13
"GC00001180",18,13
"GC00001181",18,13
"GC00001186",18,13
"GC00001187",18,13
"GC00001184",18,13
"GC00001185",18,13
"GC00001982",18,13
"GC00001983",18,13
"GC00001980",18,13
"GC00001981",18,13
"GC00001986",18,13
"GC00001987",18,13
"GC00001984",18,13
"GC00001985",18,13
"GC00001988",18,13
"GC00001989",18,13
"GC00000327_1",18,13
"GC00000327_2",18,13
"GC00000028_9",18,13
"GC00000028_8",18,13
"GC00000028_3",18,13
"GC00000028_5",18,13
"GC00000028_4",18,13
"GC00000028_7",18,13
"GC00000140_2",18,13
"GC00000149_4",18,13
"GC00000149_3",18,13
"GC00000149_2",18,13
"GC00000454_2",18,13
"GC00000475_4",18,13
"GC00001371",18,13
"GC00001370",18,13
"GC00001373",18,13
"GC00001372",18,13
"GC00001375",18,13
"GC00001374",18,13
"GC00001377",18,13
"GC00001376",18,13
"GC00001379",18,13
"GC00001378",18,13
"GC00001515",18,13
"GC00001514",18,13
"GC00001516",18,13
"GC00001510",18,13
"GC00001513",18,13
"GC00001519",18,13
"GC00001518",18,13
"GC00000593_3",18,13
"GC00000295_2",18,13
"GC00000295_1",18,13
"GC00000621_2",18,13
"GC00000065_1",18,13
"GC00000065_4",18,13
"GC00000065_6",18,13
"GC00000199_1",18,13
"GC00000199_3",18,13
"GC00000401_2",18,13
"GC00000255_3",18,13
"GC00000093_4",18,13
"GC00000093_3",18,13
"GC00000093_2",18,13
"GC00000093_1",18,13
"GC00000255_1",18,13
"GC00000104_4",18,13
"GC00000104_2",18,13
"GC00000104_3",18,13
"GC00000104_1",18,13
"GC00000214_8",18,13
"GC00000214_7",18,13
"GC00000495_3",18,13
"GC00000113_2",18,13
"GC00000396_1",18,13
"GC00000396_2",18,13
"GC00001740",18,13
"GC00001741",18,13
"GC00001742",18,13
"GC00001743",18,13
"GC00001744",18,13
"GC00001745",18,13
"GC00001746",18,13
"GC00001747",18,13
"GC00001748",18,13
"GC00001749",18,13
"GC00000113_4",18,13
"GC00000190_3",18,13
"GC00000190_2",18,13
"GC00000356_1",18,13
"GC00000356_2",18,13
"GC00000399_2",18,13
"GC00000399_1",18,13
"GC00000831",18,13
"GC00000830",18,13
"GC00000833",18,13
"GC00000832",18,13
"GC00000835",18,13
"GC00000834",18,13
"GC00000837",18,13
"GC00000836",18,13
"GC00000839",18,13
"GC00000838",18,13
"GC00000176_1",18,13
"GC00000176_3",18,13
"GC00000176_2",18,13
"GC00000655",18,13
"GC00000654",18,13
"GC00000657",18,13
"GC00000656",18,13
"GC00000651",18,13
"GC00000650",18,13
"GC00000653",18,13
"GC00000652",18,13
"GC00000659",18,13
"GC00000658",18,13
"GC00000179_2",18,13
"GC00000179_1",18,13
"GC00000136_5",18,13
"GC00000171_2",18,13
"GC00000171_3",18,13
"GC00000171_1",18,13
"GC00000398_p1",18,13
"GC00000398_p2",18,13
"GC00001685",18,13
"GC00001684",18,13
"GC00001687",18,13
"GC00000502_3",18,13
"GC00001681",18,13
"GC00001680",18,13
"GC00001683",18,13
"GC00001682",18,13
"GC00001689",18,13
"GC00001688",18,13
"GC00001909",18,13
"GC00000541_3",18,13
"GC00001359",18,13
"GC00001358",18,13
"GC00001353",18,13
"GC00001352",18,13
"GC00001351",18,13
"GC00001350",18,13
"GC00001357",18,13
"GC00001356",18,13
"GC00001355",18,13
"GC00001354",18,13
"GC00000499_3",18,13
"GC00000071_3",18,13
"GC00000071_2",18,13
"GC00000071_1",18,13
"GC00000071_5",18,13
"GC00000071_4",18,13
"GC00001537",18,13
"GC00001536",18,13
"GC00001535",18,13
"GC00001534",18,13
"GC00001533",18,13
"GC00001532",18,13
"GC00001531",18,13
"GC00000024_11_p1",18,13
"GC00000024_11_p2",18,13
"GC00000079_2",18,13
"GC00000079_5",18,13
"GC00000265_2",18,13
"GC00000265_3",18,13
"GC00001829",18,13
"GC00001828",18,13
"GC00001820",18,13
"GC00001823",18,13
"GC00001822",18,13
"GC00001825",18,13
"GC00001824",18,13
"GC00001827",18,13
"GC00001826",18,13
"GC00000632_2",18,13
"GC00000005_8",18,13
"GC00000005_9",18,13
"GC00000005_6",18,13
"GC00000005_7",18,13
"GC00000005_4",18,13
"GC00000005_5",18,13
"GC00000005_3",18,13
"GC00000005_1",18,13
"GC00000404_2",18,13
"GC00001696",18,13
"GC00001345",18,13
"GC00001694",18,13
"GC00001692",18,13
"GC00000018_11",18,13
"GC00001690",18,13
"GC00001691",18,13
"GC00000186_1",18,13
"GC00000186_2",18,13
"GC00000186_3",18,13
"GC00000005_20",18,13
"GC00000005_22",18,13
"GC00000307_2",18,13
"GC00000307_1",18,13
"GC00000437_2",18,13
"GC00000045_2",18,13
"GC00000045_4",18,13
"GC00000045_8",18,13
"GC00000045_9",18,13
"GC00000344_1",18,13
"GC00000344_2",18,13
"GC00000819",18,13
"GC00000818",18,13
"GC00000813",18,13
"GC00000812",18,13
"GC00000811",18,13
"GC00000810",18,13
"GC00000817",18,13
"GC00000816",18,13
"GC00000815",18,13
"GC00000814",18,13
"GC00000430_2",18,13
"GC00000227_2",18,13
"GC00000165_1",18,13
"GC00000165_3",18,13
"GC00000165_2",18,13
"GC00000679",18,13
"GC00000678",18,13
"GC00000677",18,13
"GC00000676",18,13
"GC00000675",18,13
"GC00000674",18,13
"GC00000673",18,13
"GC00000670",18,13
"GC00000033_10",18,13
"GC00000124_1",18,13
"GC00000124_2",18,13
"GC00000302_2",18,13
"GC00000302_1",18,13
"GC00001339",18,13
"GC00001338",18,13
"GC00001335",18,13
"GC00001334",18,13
"GC00001337",18,13
"GC00001336",18,13
"GC00001330",18,13
"GC00001333",18,13
"GC00000086_5",18,13
"GC00000086_4",18,13
"GC00000089_2",18,13
"GC00000089_5",18,13
"GC00000238_4",18,13
"GC00000238_3",18,13
"GC00001803",18,13
"GC00001802",18,13
"GC00001801",18,13
"GC00001800",18,13
"GC00001807",18,13
"GC00001806",18,13
"GC00001805",18,13
"GC00001804",18,13
"GC00001809",18,13
"GC00001808",18,13
"GC00000607_2",18,13
"GC00000279_1",18,13
"GC00000279_2",18,13
"GC00000036_10",18,13
"GC00000036_11",18,13
"GC00000271_1",18,13
"GC00000271_2",18,13
"GC00000019_2",18,13
"GC00000019_4",18,13
"GC00000019_6",18,13
"GC00000051_7",18,13
"GC00000051_3",18,13
"GC00000051_9",18,13
"GC00000051_8",18,13
"GC00000375_1",18,13
"GC00000375_2",18,13
"GC00000017_10",18,13
"GC00001478",18,13
"GC00001479",18,13
"GC00001472",18,13
"GC00001473",18,13
"GC00001470",18,13
"GC00001471",18,13
"GC00001476",18,13
"GC00001477",18,13
"GC00001474",18,13
"GC00001475",18,13
"GC00000879",18,13
"GC00000878",18,13
"GC00000875",18,13
"GC00000874",18,13
"GC00000877",18,13
"GC00000876",18,13
"GC00000871",18,13
"GC00000870",18,13
"GC00000873",18,13
"GC00000872",18,13
"GC00000336_2",18,13
"GC00000336_1",18,13
"GC00000115_5",18,13
"GC00000155_4",18,13
"GC00000155_1",18,13
"GC00000155_3",18,13
"GC00000449_2",18,13
"GC00001293",18,13
"GC00000691",18,13
"GC00000690",18,13
"GC00000693",18,13
"GC00000692",18,13
"GC00000695",18,13
"GC00000694",18,13
"GC00000697",18,13
"GC00000696",18,13
"GC00000699",18,13
"GC00000698",18,13
"GC00000044_7",18,13
"GC00001296",18,13
"GC00001731",18,13
"GC00000001_89",18,13
"GC00000001_88",18,13
"GC00000001_87",18,13
"GC00000001_86",18,13
"GC00000001_85",18,13
"GC00000001_84",18,13
"GC00001678",18,13
"GC00001317",18,13
"GC00001316",18,13
"GC00001315",18,13
"GC00001642",18,13
"GC00001645",18,13
"GC00001644",18,13
"GC00001647",18,13
"GC00001310",18,13
"GC00001649",18,13
"GC00001648",18,13
"GC00001319",18,13
"GC00001318",18,13
"GC00000996",18,13
"GC00000997",18,13
"GC00000995",18,13
"GC00000993",18,13
"GC00000990",18,13
"GC00000991",18,13
"GC00000998",18,13
"GC00000999",18,13
"GC00001695",18,13
"GC00001734",18,13
"GC00000288_1",18,13
"GC00000288_2",18,13
"GC00000522_2",18,13
"GC00000481_2",18,13
"GC00000015_10",18,13
"GC00001736",18,13
"GC00000249_3",18,13
"GC00001865",18,13
"GC00001864",18,13
"GC00001867",18,13
"GC00001866",18,13
"GC00001861",18,13
"GC00001860",18,13
"GC00001863",18,13
"GC00000287_1",18,13
"GC00001869",18,13
"GC00001868",18,13
"GC00000069_4",18,13
"GC00000240_1",18,13
"GC00000596_2",18,13
"GC00000240_3",18,13
"GC00000368_2",18,13
"GC00000368_1",18,13
"GC00000738",18,13
"GC00000739",18,13
"GC00000732",18,13
"GC00000733",18,13
"GC00000730",18,13
"GC00000731",18,13
"GC00000736",18,13
"GC00000737",18,13
"GC00000734",18,13
"GC00000735",18,13
"GC00000560_4",18,13
"GC00000466_3",18,13
"GC00000060_1",18,13
"GC00000105_11",18,13
"GC00000361_2",18,13
"GC00000361_1",18,13
"GC00000276_2",18,13
"GC00000276_1",18,13
"GC00000320_2",18,13
"GC00000320_1",18,13
