gene_count,theta,rho,d0,t0,d1,t1,d2,t2,d3,t3,d4,t4,d5,t5,d6,t6,d7,t7,d8,t8,d9,t9,d10,t10,d11,t11,d12,t12,d13,t13,d14,t14,d15,t15,d16,t16,d17,t17,d18,t18,d19,t19,d20,t20,d21,t21,d22,t22,d23,t23,d24,t24,d25,t25,d26,t26,d27,t27,d28,t28,d29,t29,d30,t30,d31,t31,d32,t32,d33,t33,d34,t34,d35,t35,d36,t36,d37,t37,d38,t38,d39,t39,d40,t40,d41,t41,d42,t42,d43,t43,d44,t44,d45,t45,d46,t46,d47,t47,d48,t48,d49,t49,d50,t50,d51,t51,d52,t52,d53,t53,d54,t54,d55,t55,d56,t56,d57,t57,d58,t58,d59,t59,d60,t60,d61,t61,d62,t62,d63,t63,d64,t64,d65,t65,d66,t66,d67,t67,d68,t68,d69,t69,d70,t70,d71,t71,d72,t72,d73,t73,d74,t74,d75,t75,d76,t76,d77,t77,d78,t78,d79,t79,d80,t80,d81,t81,d82,t82,d83,t83,d84,t84,d85,t85,d86,t86,d87,t87,d88,t88,d89,t89,d90,t90,d91,t91,d92,t92,d93,t93,d94,t94,d95,t95,d96,t96,d97,t97,d98,t98,d99,t99
9000,3500,0.7000000000000002,4537,25116,3050,16507,7353,47970,4760,27387,5502,33465,6242,38228,5214,30159,7297,46952,7515,46534,7546,49812,7959,52093,8590,54343,9010,59459,6848,43306,9302,61706,8548,56304,7209,45602,10079,66708,7697,48641,6516,42207,5454,32452,13656,97285,6705,39485,6427,38623,7872,50014,8486,53991,3787,21150,9446,63403,8633,58481,9253,63124,7457,49671,9898,64137,5223,31061,5449,34244,6182,38496,15633,114311,5007,29955,11398,77394,5393,31369,7892,51845,5949,37709,8463,56533,10658,75078,3486,19696,2703,14568,5738,35108,10867,74343,10973,75960,11526,82024,7043,45741,8588,57124,6669,41207,8275,54051,6258,37476,7819,50942,10612,72489,7583,49459,4381,25577,7070,46178,7833,51085,5675,35336,16985,125539,7759,48588,9517,64587,10936,75082,9845,64519,7815,46593,5731,33532,8041,54986,5393,32458,6044,37006,5904,37512,5325,30536,8346,52190,14862,107168,4478,25184,5766,35784,6561,38559,10234,69692,10282,70283,3299,18291,5369,33034,6491,40872,10314,69615,6499,41252,13991,99733,2897,15498,10274,67982,11873,83637,5172,32216,10112,62186,7341,44668,8556,56721,7955,51692,9509,60429,7372,45494,14574,104415,18292,133416,9507,64679,25061,184654
9000,3500,0.7500000000000002,7320,49247,5006,32400,4987,34296,5950,38683,6135,41554,7713,53302,7706,55171,7632,56561,9107,66687,2586,15511,5933,39668,16527,129178,10501,81138,10504,78752,10738,81569,7596,53696,5198,33800,4462,29904,12469,95864,7444,53175,7634,57416,5876,42087,8191,61314,6298,44743,13161,104043,10613,80356,9805,72101,7502,52215,7115,49975,4166,27921,9347,68195,6326,41969,5627,39601,6538,45927,9928,73979,8391,58150,8251,61096,6181,41898,13396,107379,6095,38701,10495,80176,6513,46920,10622,80151,5034,34028,4490,27769,6107,41870,7902,57351,8756,63750,12622,98712,8433,60994,4673,29761,11642,89970,6500,46314,8426,63452,8475,62248,7094,52796,5312,35891,5834,41567,5121,34941,5733,40669,11596,89205,12491,98576,6627,44909,6877,47244,9488,71035,20349,167736,11280,85693,4414,29032,7167,50625,7954,56377,5708,38111,17046,134944,5219,33461,8959,66100,7570,53024,7605,54445,4512,30985,6066,42744,6659,46192,5787,39662,13340,106702,8872,63431,7044,52112,13629,106777,7901,57531,7814,56660,6321,40558,5781,36125,2708,16241,12582,96469,8719,64050,7941,57849,11363,88490,4149,28394,16859,135693,6175,42326,10916,83776,10765,83234,14796,116625,22290,181953
9000,3500,0.8000000000000002,5663,42802,6724,50674,3962,29735,3621,25272,5512,41676,6000,45979,6329,50216,7338,57142,6793,54301,6831,55191,7806,62372,8489,69161,8481,68597,7314,59830,4463,32422,6613,52052,8301,69140,11669,102386,5045,39216,5160,38927,14076,123329,13822,122683,16454,145835,10230,86512,6844,52099,11768,99913,7160,52242,8328,69113,3481,24882,5173,37899,12853,109829,7712,64613,8656,70581,3025,20619,4111,30801,13537,115099,6029,45899,3261,23188,4452,31892,6231,47840,7078,56168,5828,44893,16708,148414,10431,87117,9272,77512,7817,60419,2339,15957,5061,39224,7619,60833,3928,28773,4871,36505,5951,44705,5203,40458,8278,67284,8551,69507,4954,35254,6908,55057,8433,71515,15104,130630,9890,82182,4378,32807,4867,37491,8843,75404,5918,44545,6303,50136,8606,71728,5370,40113,4976,36265,5671,43397,6899,53619,6863,55453,8270,65135,5077,37515,3942,28390,4974,39614,10989,92878,6892,51980,9327,74971,7506,60855,7118,56869,10591,90968,6340,50394,7936,63164,6715,52390,6301,46538,6088,47333,7043,56747,8379,67425,5500,43252,6337,50884,4907,36340,3942,28242,4854,35036,6553,49676,11133,94394,14019,116939,11336,92742,13251,116452,15672,134905,13377,114365
9000,3500,0.8500000000000002,4663,38105,3731,28285,3842,30244,6434,56169,5053,41240,6172,52351,5583,47768,4404,36978,6336,52379,7045,59686,6876,59907,7611,70594,5332,44570,7041,65401,8093,73040,5444,45877,3380,26437,3811,31034,9692,89815,6384,55007,5708,46540,5731,48376,8354,75642,8556,79155,4716,37349,6530,55464,3054,24861,8502,77724,3652,29635,5956,53667,5498,46425,4380,36314,12966,124613,4368,36250,5850,48257,6569,54393,5595,46765,9773,89630,6536,57600,7370,64558,11338,107969,11464,105594,11232,103968,9217,83324,7415,61761,5471,46066,8977,82872,6226,53076,6739,59071,5218,43793,7674,66954,11577,108546,5134,44315,5008,40556,11775,111962,4980,44025,6087,52699,4048,33622,8875,82568,4092,31329,8111,72173,4217,34128,5606,48442,8261,74415,7930,67845,10695,100395,10859,102505,12209,114016,10194,94930,5590,45245,4640,35717,6004,50174,6919,62298,5976,49399,13319,125588,6531,57843,3493,28032,7424,65402,10015,93686,6399,57661,5662,48742,3240,25906,2330,17715,4590,38118,4288,34453,6644,59243,3794,28850,10531,98509,10399,99552,5734,46880,10679,98254,6322,53970,3996,30303,2669,19642,6050,49789,7888,72784,6533,56845,10897,100262,11922,112038,10408,95710
9000,3500,0.9000000000000002,4549,39618,2929,25348,3765,32183,3728,31460,6590,65003,5394,47883,4445,42030,5052,47629,4848,41166,7847,77068,2378,19635,7290,71069,5286,49722,7583,74865,7664,77128,8303,83492,4610,43273,5365,51015,7602,74101,5237,49422,9712,98042,10733,109203,4389,40665,4918,44209,7693,76323,8813,87762,5895,54491,7647,72817,6183,58374,11093,112418,8439,85569,5051,47438,6765,63266,3948,36372,5476,50841,6820,63410,6600,64615,6899,65395,5328,50114,7698,75570,5137,48851,11261,115491,7187,69780,4560,42786,5528,50869,6578,65798,4709,45258,4550,39867,4358,39600,5811,54084,9945,102775,5437,51284,6886,67635,6913,64695,4520,38924,6320,61044,5398,48045,9102,92087,6999,67745,6247,58995,5231,47260,9502,99015,4940,45929,4955,46192,10260,102164,5059,47180,7889,78474,6492,63178,4683,43586,6397,63224,7590,74248,5508,51338,8084,81092,8107,80949,3464,28512,3387,29380,7827,79397,11384,118368,5732,54930,3410,29898,10477,106354,8690,85275,7384,72794,4214,39204,4133,36909,4149,35742,3592,31844,9703,99125,3959,37329,11228,113065,8965,90699,6590,64582,9570,94654,6667,64496,6511,60538,7372,75176,6748,66079,9060,93067,7414,73970,7684,77120
9000,3500,0.9500000000000003,3275,30133,5581,57266,5709,59663,3465,34017,4055,39880,4058,41073,4700,46960,5460,55034,4715,47314,5799,61474,6243,62500,6124,64855,7494,78693,5319,55637,8529,92339,7833,84569,5871,59978,3978,40634,6393,65420,5747,58516,3405,31351,7140,79215,4478,46284,5060,49600,2644,24479,6113,65589,8058,88151,3891,37700,2098,20809,7087,74614,10542,116722,4932,50858,4228,42890,11764,133204,5812,58528,5053,51806,5697,59566,5987,64019,4882,48374,6098,62290,5981,61934,4974,51364,5034,50955,6365,69055,6330,66357,5387,55803,6893,72705,6139,65690,6959,75066,5299,54834,9724,105849,10104,113910,5440,56447,4952,50217,5996,62798,6710,70535,7333,80652,4691,46050,5276,52597,5965,63280,6191,65546,7237,75956,7924,87869,4556,45978,4401,42593,7799,85097,6429,68109,8510,93821,6912,73346,4000,38969,6940,75521,5356,53940,9360,102178,2842,28009,8482,92384,2392,22073,6782,66277,3543,35763,4990,49804,3079,29331,5845,60356,11575,128347,6633,66535,3527,35132,5647,58968,7626,83025,4095,41623,4744,46257,5845,60735,5494,56293,11094,124732,5296,55853,7306,77064,5854,58156,4569,43708,6727,74324,6998,73157,10270,113284,16505,190762,11748,131325
9000,3500,1.0000000000000004,3746,38886,3764,38377,5911,68196,3914,42120,4036,41888,4719,49620,4498,49766,8290,96808,2950,29535,6660,76982,5620,64586,6396,77161,8451,101576,7490,87743,6026,66853,8480,98105,5675,65251,5212,56945,3582,38562,7254,84326,6394,74058,4688,51012,8861,101101,9977,121006,3363,35451,7753,90736,6567,73964,7198,85961,10438,126632,4055,44365,2088,21391,8547,102960,5082,58094,6346,74544,13423,165021,8060,97256,8929,106156,7381,87376,8001,93833,7220,83958,8560,104386,1448,13631,7251,85182,2763,28427,2066,20314,5934,67129,7316,84493,4058,43326,2539,26936,5466,62433,5086,55016,7393,85700,7274,84099,3676,39431,3596,38671,6249,72618,6793,81583,6871,81254,5492,62996,7844,92796,9958,119320,4398,47456,7924,93183,7390,82568,5398,61821,14412,179029,4161,45253,8694,103559,4656,47716,5276,58785,3324,35125,7379,86828,9192,110716,6867,81656,4343,47497,5853,68776,15642,189479,2929,30654,4633,47750,6608,77405,10072,122424,9412,112151,3872,38067,6710,76121,4996,56734,3114,33124,5584,64389,9406,114701,7660,90666,6040,68651,8918,99622,5034,54884,2839,29418,5337,60733,9621,113029,4344,48183,6332,72082,6739,74843,6526,72627,8415,100241
9000,4000,0.45000000000000007,11685,31024,17023,51020,12950,31749,14752,38888,14239,40515,15261,43922,17160,51775,18689,53585,16387,48737,19634,60740,19647,59069,20124,61585,20599,65713,12259,32438,23683,73141,14161,38199,24776,83301,12047,30725,34728,120406,12218,31230,16637,49904,20025,60707,16508,49058,7415,18461,22824,74230,18132,53629,18117,55498,15788,46918,17945,53600,10998,26788,13814,38731,12052,30740,17425,48694,20015,62136,7064,16927,17667,54831,17800,54349,14164,38710,11250,29543,14994,41475,10969,26398,8246,19609,11585,27214,10489,26957,13415,33858,12446,33628,9742,23353,15824,41064,11338,30045,12504,32568,6504,14772,14829,42235,21333,67956,12826,32310,25147,83955,11378,27833,18677,57519,10150,25199,9640,23708,33998,120628,19999,62499,11794,29743,8243,20064,17594,51097,27655,94617,16084,42994,16710,48885,10232,25016,16261,48990,15167,41070,21017,66551,14654,38493,5994,13813,15189,43101,22165,70353,25618,84842,18636,52904,13092,34890,8797,20610,9306,21718,10689,25524,12076,32501,24748,83113,11066,27182,16837,49076,20025,62413,12545,33642,33937,119465,12474,32195,16305,45903,8071,20046,18567,52426,13717,37480,27956,94311,19873,62949,20671,65532,15275,42204,15285,45502,20304,61935,21221,69551
9000,4000,0.5000000000000001,7980,21473,15430,54210,10001,30574,11208,32577,10829,33551,11267,34617,12394,36772,11685,37059,11983,38845,15689,47846,18488,67388,15641,53864,7185,20815,18021,59257,16840,58986,13305,38871,11676,35588,12046,38425,12861,40986,12842,37401,13641,43200,21673,81974,14895,50098,10608,31836,9997,29849,13927,46666,8699,24477,15856,55059,16055,55075,17038,59897,11813,38977,15504,50621,15957,54163,30321,120520,12549,41657,9925,29116,18456,65602,16413,55567,12470,37022,17848,61798,14603,47434,11236,33762,17691,57396,17321,62592,26894,106755,17753,59210,15764,54584,18466,67883,24111,93000,10038,30509,16955,60278,10616,30524,7515,19891,13663,45462,21218,79550,22574,85337,13920,48267,22464,85158,15516,53497,14840,49670,16869,57856,14110,47182,15096,50874,14359,47359,43675,183860,20795,78593,12616,42187,15695,51490,12373,40476,14222,47780,11542,36321,12887,42471,5097,13242,14857,50801,13135,42929,7291,19820,16989,55122,13730,43448,13273,41963,12808,39582,11868,38030,19834,73097,19526,68626,9132,27618,24763,96486,11674,37986,17782,63870,7104,19513,17895,65697,12388,39860,17875,65605,15358,54059,8376,25227,12305,38346,16825,58412,21642,79510,22336,82426,15256,50340,28173,112470,23204,85982
9000,4000,0.5500000000000002,7009,22132,13158,50871,12869,50431,8593,28230,8744,29597,9499,31463,8654,30379,10507,37178,11760,43745,12877,46750,10252,36875,10643,38826,8992,31547,17484,70700,9660,34386,11485,43830,10851,37420,7765,26508,14562,51972,20786,88789,16631,64124,17844,73965,8250,27402,14989,58093,21939,94533,17809,70487,18711,80659,11056,40943,10780,38753,12092,45556,11237,36938,27694,124613,20148,85952,13288,50697,9390,31952,11037,38186,11408,41343,12018,45437,5977,18640,11331,38396,9384,31668,10199,34475,9361,32577,11090,41689,16572,68055,9173,31412,14132,53278,9842,37396,21916,95783,20584,85120,10743,38097,12337,43297,10263,35857,15468,60187,9015,29214,14171,56355,16981,70884,10457,36236,17461,71486,12941,51015,15716,63594,12033,46521,24662,108836,8204,28092,13161,49938,10404,35491,20842,86403,10353,36481,17595,74448,17171,70552,16247,66890,14195,54979,9610,33698,6101,20082,13856,55606,7052,22568,18314,77180,10318,36006,18656,76093,10527,35865,11707,45364,9027,30092,14109,52698,27996,123647,7368,24283,11587,44311,10485,37109,10512,37835,14871,55387,9135,30379,12249,45116,9445,31522,20103,86332,15318,60861,13400,52307,14170,54227,17517,64266,18752,78331,19619,81560,23795,104608
9000,4000,0.6000000000000002,11189,46598,6805,25012,8468,32451,8598,34973,15013,67495,10748,44307,11320,45024,11295,47279,10665,45330,10362,44348,10127,41755,12585,54515,5653,20679,15246,63699,12283,50046,7081,25562,17295,79530,17400,81874,12740,57526,13639,59002,14093,65621,12199,54451,7763,29109,10786,46985,9876,42411,15747,66872,12925,57455,16391,76066,10923,47678,13584,62217,8221,33441,8906,34995,6838,25216,9360,38975,18787,90136,14885,67973,16263,70397,5998,21812,12232,53381,13464,60927,12830,58418,16651,73836,5538,19757,17828,84673,10505,44721,7608,27833,5489,21401,16730,79725,14032,61372,10306,44196,23998,118720,9875,40226,12397,54074,15416,68384,10750,41330,11229,46474,5949,21159,12628,56417,9903,42530,10866,47689,6843,25483,12356,51483,6892,25691,7835,32099,12697,56079,8847,34500,16078,73301,14806,67275,24929,123359,16925,77029,14008,64300,11292,48326,8544,33726,19950,94204,11986,49212,10428,43482,7589,28725,7951,31340,9252,35494,20782,102230,7825,30311,12002,48762,18222,89148,6619,25156,4461,16152,13678,58724,9673,39217,14663,66957,8475,33497,11383,46891,14235,64680,30139,152453,13123,56476,7026,24400,14311,65294,19032,91011,11776,49129,23486,117419,20538,100449,17422,82821
9000,4000,0.6500000000000001,3829,15106,4249,16514,7889,35479,6361,27044,11162,53992,10715,51525,9786,43383,8685,40008,9825,44487,6923,29505,9982,44234,12578,62588,13424,66888,12541,62586,10623,50519,11862,58683,7061,30610,16424,85156,15180,80429,14805,75324,10434,47480,8091,36096,8352,39071,8096,34720,8803,39655,12460,61964,8077,36978,9798,45770,9646,41997,17173,92735,12171,59908,10594,50495,8566,40442,12990,66435,9214,39985,11886,60790,13866,70213,8578,37870,10028,46469,9810,41833,13778,69019,12759,64700,20407,112317,6061,25822,9048,41521,13889,66991,10350,49213,14939,78490,6220,26176,20547,112230,13655,70416,10159,49313,10701,49309,10699,52574,11304,56183,10875,52223,9126,38480,8966,38755,12427,62738,6146,26421,11035,53306,23397,129808,20675,113384,14689,74776,5760,24489,16182,85904,14676,77291,14988,78668,12396,58310,15201,80047,6894,30368,6186,26684,20377,112492,6936,28686,9146,39576,11001,53458,16374,84156,8090,35117,12674,64082,9738,46330,19148,102750,10936,49461,9328,39899,7107,30957,10280,45206,7019,31144,5746,24927,8798,41671,10177,47200,10435,50519,9270,43812,9413,44833,9852,45774,9659,45037,10462,47891,12803,63241,18820,101360,14368,73545,20548,111934,37237,212216
9000,4000,0.7000000000000002,5047,24103,7136,34847,11225,61866,8485,41573,7615,39930,9713,51472,8904,47246,9546,52123,7610,38220,11029,59468,6534,30837,11019,60746,14227,76793,13184,73883,9084,49812,14378,82809,16059,94172,8392,43505,10651,54824,7781,40073,11887,64252,7449,36896,13738,77441,12668,70038,13915,78639,10098,53542,7021,34586,11727,65909,8287,41845,7374,37692,12359,67249,8019,41259,9577,52262,8563,41937,11210,62907,7661,38528,13024,74500,27419,167997,11881,64819,13070,74989,12363,72524,10972,58017,8129,42743,7964,41366,10830,60212,11177,58578,5430,25225,9884,51160,7741,39506,12993,73548,6768,33106,14107,81439,8758,46066,16619,98260,11954,64764,7759,40593,12545,73145,11803,65577,11082,58770,15564,85956,5268,23930,10163,55175,8967,48351,14582,83782,12784,70056,10787,59075,14018,78442,10930,60821,9155,49991,5778,26206,15349,89858,17768,107331,12021,66324,12151,69369,10398,57080,9662,52720,7665,38798,8457,41281,10484,56198,12212,65727,10934,59180,7221,34793,14433,80873,9235,45812,5975,27895,6059,29800,5625,27183,15822,89780,15259,88323,6157,29662,13300,69847,8455,40447,11216,58497,14607,85922,8579,43127,14782,86093,16450,96174,9834,52873,11016,60732,17059,100122
9000,4000,0.7500000000000002,5301,26370,8777,48175,9078,54080,5456,29831,5961,32066,5657,30442,6916,39130,8110,47708,8521,50465,9316,57178,9226,53334,11134,67482,10303,60638,7376,40999,11522,70841,8401,46681,6069,33425,6511,36471,7590,44856,7978,47155,9680,59034,4369,21913,16718,104050,14646,94813,6996,38045,9685,58703,12781,80683,8328,44947,11390,70482,7853,46828,13504,85588,9781,57799,8596,49684,9548,54397,13570,84278,9436,57823,10595,64178,14691,94013,9540,54461,8318,48780,10853,62893,13940,89720,6776,38275,14032,87744,8542,50365,6710,34575,10547,66306,14640,89732,10236,62013,5768,32650,11770,74514,9138,47484,10361,62549,12041,77432,4919,26860,8586,47746,7053,38534,10899,64449,10702,66845,10882,65331,15122,98125,7435,42413,10820,64908,13327,79481,6074,31221,14159,91770,13629,84848,10029,60830,9254,56735,7868,41701,17315,114012,11010,68148,8012,45642,16794,110047,13392,85696,11523,72474,14526,88580,8276,49537,10816,63418,9095,52374,5856,31806,3602,18109,11663,74120,10560,59789,6433,35668,8595,51668,14063,91065,11813,73758,9366,57469,10668,64054,14869,96635,8654,48228,7282,40866,9580,58531,20894,139762,6989,40795,10032,62067,10712,66724,17156,113457,12111,76975
9000,4000,0.8000000000000002,3562,20062,6697,42557,6975,43854,7188,44520,7493,47088,10904,74728,8794,57156,9529,63371,3745,20574,10105,66089,10251,70549,10877,74119,11977,80612,5888,36782,11650,79261,10113,67704,11878,81971,9052,54269,4847,29368,5504,34378,7016,43841,10284,69681,7426,47052,8558,56381,7253,45010,15065,108070,5223,31797,6271,38712,6080,36943,9715,66016,7056,44371,4629,25856,11387,79576,5501,33657,9019,61973,6944,42328,7655,48132,7882,52125,14304,103275,8073,51921,13528,94239,8205,55187,11064,77404,6944,42411,10109,67606,12964,91648,8359,55261,4680,28074,9930,67160,9686,64548,6819,40913,11629,81118,7696,48711,13421,93979,6761,41662,17114,123852,11011,74955,5793,35203,6321,38081,6710,42768,19659,144532,7176,45317,5317,30364,9316,62341,7880,49093,7341,47132,12559,90084,7768,47640,7194,43637,6458,38157,10228,67744,7543,46091,16859,121965,6082,35451,6904,44772,11776,76972,9226,61470,8580,56650,5984,37483,12341,84900,6430,35716,16502,120567,5554,35545,4593,26155,6894,44006,8606,53971,10587,70764,6089,35644,9241,60138,8677,57379,11698,78798,7660,49898,8931,55815,8052,52360,10386,72174,8651,54504,11875,80164,7975,53398,21174,156625,19798,146105
9000,4000,0.8500000000000002,6416,41431,4869,31766,5838,41297,7463,51720,7285,51199,8163,56330,8987,63900,8912,66164,5774,39438,9324,70349,4984,32484,10929,81721,6447,45682,12168,93210,12340,94173,11918,90213,7547,53045,12875,98995,4701,30977,6302,42406,12826,97798,8260,58583,8581,63782,7635,54425,3820,24094,11565,88392,19496,153595,11615,88407,3549,22840,6738,47325,10598,80129,8966,63537,8272,59914,11739,90555,5543,35816,8076,53209,5675,38950,6973,48166,8540,60594,15364,120163,8938,64668,13287,99385,9857,73822,3804,23169,10121,74885,9693,71779,6407,42748,10205,76159,8527,62555,6025,39072,8722,63812,7290,49217,18209,143633,9865,75303,10313,72219,9445,69078,16411,127233,14951,115005,8054,58264,6210,43183,10020,76099,11096,82621,7243,51732,12243,90036,8191,56887,5835,40992,14413,114052,9647,72270,10372,76179,7297,50402,9014,66681,11141,84443,5794,39638,5540,36944,9460,68567,9102,67801,5820,38318,7183,48139,10899,81730,12406,95038,8608,60761,10381,76573,11962,91550,11653,89690,9557,67358,7035,49226,14020,108014,10562,79916,10573,77473,5111,33321,6963,48802,4114,25956,6789,46097,12496,94594,6070,42033,12000,89118,9890,72757,7365,51015,7497,55334,12036,90662
9000,4000,0.9000000000000002,4982,35558,6787,49093,6827,52102,11393,95005,7314,54309,7749,56682,7402,58123,8537,68252,9219,72892,14338,120697,8825,70962,9340,75469,6433,50089,4791,33669,7349,56255,9541,78899,6981,53437,5759,43744,5738,40495,8408,66017,9720,76425,8926,71165,9601,75969,10972,88829,11245,91457,17522,152883,9846,81416,7224,55754,12092,102272,9731,79451,16264,138648,8697,71464,5609,40961,6419,47164,10404,82232,6020,44922,8387,66779,7535,60946,6568,47679,6463,46784,10589,87372,11275,95632,10790,90100,7702,58856,13803,118301,9288,74171,8366,68681,12760,106090,8983,71897,3115,22306,8196,61269,11608,97034,11713,99069,10397,86399,7117,55305,4277,29513,5439,38898,5105,37522,8954,69396,10867,87910,8095,63635,10664,89434,11285,88306,5500,39158,10516,87903,6642,51526,18408,160875,7171,53685,8149,64422,7442,58032,10092,81209,6691,51165,9115,74416,4335,31714,9144,72835,16837,144067,6855,52052,6513,49082,5779,42057,6807,49247,14953,121614,11035,86059,10492,86223,3817,24913,11927,101327,7073,56595,8294,60525,6818,50697,10066,82245,8498,67216,10437,83692,10371,83833,6917,52974,9135,73802,12636,102954,21296,188317,13499,116016,9252,74961,14112,118447,14987,128777
9000,4000,0.9500000000000003,4250,32215,4670,36751,4690,36057,4980,40112,6269,49924,5901,49572,6591,55721,10696,96649,6910,57380,4329,32072,9562,82858,15114,140030,9945,85152,6747,54126,3564,26465,3631,27540,10705,97476,5340,44505,7024,58164,9073,78894,11669,107920,4972,39812,10736,96745,10265,91800,6167,52258,5098,42450,5466,43791,9682,85956,8122,71303,11838,103163,6859,60072,7948,69342,9956,88686,5663,48051,4720,38298,2670,19449,12382,113657,9208,77844,8826,78088,11865,107215,9682,89063,6804,56220,7337,64187,6470,53661,6124,51360,7259,62701,6769,54018,5507,44491,4577,37015,14861,138331,4313,33067,6617,56016,6965,58833,4120,30455,7255,63111,6095,49143,6967,58110,12315,110793,10190,91746,13690,125855,16954,157661,3769,28519,5731,46501,8074,68410,5725,48194,10067,89640,6293,49186,9765,84568,4655,36409,9719,84987,5512,45607,4971,39754,9418,84385,9598,86913,3763,28537,11184,101083,7540,64192,6324,51640,4311,34059,8993,78651,10447,92962,7087,59931,4776,37412,8681,74487,5811,43569,9728,87340,9983,91403,9855,89625,5996,47588,10006,88688,10054,89166,7680,64600,7777,68850,13428,121615,8759,77710,7558,64485,8238,73347,8242,72255,10274,93468,13496,124697
9000,4000,1.0000000000000004,2443,19431,4391,35856,4771,40825,5546,46767,5259,44338,5238,46024,7983,77213,6142,52330,7576,68447,7808,69975,7171,66793,7257,67927,5168,46045,4628,40694,8138,76480,5412,47479,8458,79882,3728,32024,6418,56782,17127,173172,5568,47992,3063,26015,6889,64868,9253,88148,4641,38580,6989,63621,6328,58997,7669,71242,8017,74540,6467,60886,3749,31174,6229,55504,7455,69492,8876,83704,8358,76516,5713,49590,8954,85978,6392,56044,7293,69677,9651,94232,10106,96370,5265,45943,3932,33313,7103,67654,6405,56286,3438,27488,5693,50296,9781,92145,7035,64680,8950,86254,7778,73871,10173,98903,13977,142238,11374,109525,8054,74796,4255,35451,10783,106356,5778,51077,4754,41953,4732,41004,6299,56645,9089,88769,5917,48660,8034,74002,9334,88555,5083,45504,9818,93983,6071,56943,10800,104481,5693,47513,9578,93648,9818,93356,10618,99021,9606,91968,6974,63905,11714,116501,6453,59205,3073,26306,5654,46955,5782,49274,6544,61012,5934,53546,11736,115035,7257,67941,9586,90699,5930,50216,10435,102328,4916,41665,7719,70793,5657,50236,5157,45013,6756,63018,9310,90128,4106,35374,20058,206939,6003,54891,5968,53292,10712,105768,9039,87178,18345,186149
9000,4500,0.5000000000000001,11664,27796,12370,32215,12724,34356,19596,58527,13491,36375,14939,39042,16120,41349,23985,76738,20610,53448,17093,50660,12817,35131,12438,32834,20449,64371,20349,63239,14834,40124,24774,77212,22810,71595,17430,46809,13916,38953,16632,44580,13541,35381,17948,52553,13759,34639,18538,56403,14239,37656,20852,61520,15029,40371,14645,41614,13402,36195,11927,31907,19162,55300,27961,92371,17421,49366,14885,37600,11243,28410,17014,45336,21148,67308,21094,64813,14343,37513,16017,43919,24243,75184,10070,23239,14637,39545,20117,59218,18365,55243,18886,52520,12597,30459,12764,33753,11085,26091,16405,45903,13431,35374,19351,55944,12211,33220,13609,34289,22051,69974,12163,32607,26039,84818,14398,38533,15526,43029,13695,33005,6625,14945,24806,80511,26795,78544,10260,26059,13672,36744,17262,45429,30463,103341,15703,41775,14067,38151,19325,59569,16532,48187,47396,170770,12920,32762,16502,47739,15554,40472,33256,115097,14835,39408,16210,44202,15162,39988,18533,57361,15851,46692,18230,54456,14029,35346,10268,25653,16573,47860,16806,47631,17024,49248,14452,37965,18463,56155,13421,36493,16022,40002,30558,105869,22012,70392,28247,94819,37776,133047,24567,80369,14779,41896,26256,82266,21479,66175,22221,71353
9000,4500,0.5500000000000002,15387,47852,9091,24849,9807,29005,10529,30238,14839,43238,12557,38381,10178,27697,16356,56357,16599,56349,18617,61715,25945,96892,15386,48260,18827,66393,8835,24661,5791,14652,19665,69720,21242,77171,19013,66808,12993,38144,17435,60042,11479,32897,19049,68806,14647,49157,17348,54451,20283,73215,23840,89227,29842,115348,14433,43211,15623,51833,14822,45361,12794,40164,12526,36260,18419,59585,14940,48933,21069,77516,13814,40610,14764,47903,16617,56177,18059,61940,16135,54227,7803,21403,21739,78039,14224,47885,19449,63555,13150,43038,19225,66413,18803,67853,16124,55102,15220,48550,13829,45678,13405,41672,15282,51898,9862,27778,11591,32577,13128,40052,9566,26536,13625,41419,17356,60101,12380,38689,8711,23583,9775,28973,7423,19799,18452,56637,6683,17488,8900,24235,18620,65348,14808,44134,21830,79609,14188,47186,7691,21231,10058,28563,25249,86565,32363,127585,14471,45257,18664,66094,15088,49154,15151,47295,21357,73077,11704,35830,15046,45416,12106,37525,12766,38523,10575,30493,11003,32638,20047,64919,15727,45586,24451,88101,13372,43194,9929,29506,12327,39489,15137,46747,10465,28028,31529,122348,14599,48893,17622,60333,18388,64460,16084,53687,19580,69539,19256,62172,24607,87312
